id	groups	PC1	PC2
1	1	-11.93325241	3.727797909
2	1	-3.566623411	2.591480478
3	1	-11.84185112	2.1668942
4	1	-3.555717762	-10.20115173
5	1	-5.203611689	-16.69393227
6	2	15.54250822	-4.315767442
7	2	12.66339562	-0.384992144
8	2	9.25588643	-0.674649475
9	2	6.228403805	7.700406083
10	2	-1.448508151	14.6481854
11	2	-0.705574097	3.278192679
12	2	-5.435055424	-1.842463682
